source_exclusion_table	asset_path	model_name	reason_excluded	replacement_root	safe_to_delete	note	asset_type	identifier	path	excluded_reason	replacement_or_official_root
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_22	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_8	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_14	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_11	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_1	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_21	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_4	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_16	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_18	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_5	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_7	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_23	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_0	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_15	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_24	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_3	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_10	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_13	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_9	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_17	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_12	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_2	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_6/metrics_recomputed.tsv	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_6/pre_training_integrity_checks.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_6/command.txt	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_6/metrics.tsv	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_6/predictions.tsv	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_6/data_access_log.tsv	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_6/epoch_history.tsv	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_6/checkpoint_metadata.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_6/quality_gate.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_6/split_metadata.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_6/SEED_COMPLETE_PASS	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_6/metrics_recomputed.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_6/stderr.log	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_6/run_metadata.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_6/model_final_epoch.pt	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_6/input_provenance.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_6/feature_entity_key_report.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_6/metrics.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_6/stdout.log	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_6/code_hashes.tsv	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_6/environment.txt	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_19/metrics_recomputed.tsv	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_19/pre_training_integrity_checks.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_19/command.txt	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_19/metrics.tsv	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_19/predictions.tsv	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_19/data_access_log.tsv	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_19/epoch_history.tsv	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_19/checkpoint_metadata.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_19/quality_gate.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_19/split_metadata.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_19/SEED_COMPLETE_PASS	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_19/metrics_recomputed.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_19/stderr.log	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_19/run_metadata.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDS/strict_cold/seed_19/model_final_epoch.pt	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
